breed_group,primary_breed,bite_code,bite_severity,gender
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,F
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,M
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,N
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,U
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,PIT BULL,1,SNGLB,S
PIT BULL,STAFFORDSHIRE,1,SNGLB,M
PIT BULL,STAFFORDSHIRE,1,SNGLB,N
PIT BULL,STAFFORDSHIRE,1,SNGLB,N
PIT BULL,STAFFORDSHIRE,1,SNGLB,N
PIT BULL,STAFFORDSHIRE,1,SNGLB,N
PIT BULL,STAFFORDSHIRE,1,SNGLB,M
PIT BULL,AM PIT BULL TER,2,PROLONGB,N
PIT BULL,AM PIT BULL TER,2,PROLONGB,S
PIT BULL,AMERICAN STAFF,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,F
PIT BULL,PIT BULL,2,PROLONGB,F
PIT BULL,PIT BULL,2,PROLONGB,F
PIT BULL,PIT BULL,2,PROLONGB,F
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,M
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,F
PIT BULL,PIT BULL,2,PROLONGB,F
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,S
PIT BULL,PIT BULL,2,PROLONGB,U
PIT BULL,PIT BULL,2,PROLONGB,N
PIT BULL,PIT BULL,2,PROLONGB,F
PIT BULL,STAFFORDSHIRE,2,PROLONGB,N
PIT BULL,AM PIT BULL TER,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,M
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,N
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,U
PIT BULL,PIT BULL,3,MULTIB,F
PIT BULL,PIT BULL,3,MULTIB,S
PIT BULL,AM PIT BULL TER,4,MAULING,N
PIT BULL,AMERICAN STAFF,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,F
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,M
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,S
PIT BULL,PIT BULL,4,MAULING,U
PIT BULL,PIT BULL,4,MAULING,N
PIT BULL,AM PIT BULL TER,9,UNKNOWN,M
PIT BULL,AMERICAN STAFF,9,UNKNOWN,N
PIT BULL,AMERICAN STAFF,9,UNKNOWN,F
PIT BULL,PIT BULL,9,UNKNOWN,F
PIT BULL,PIT BULL,9,UNKNOWN,F
PIT BULL,PIT BULL,9,UNKNOWN,F
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,M
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,S
PIT BULL,PIT BULL,9,UNKNOWN,U
PIT BULL,PIT BULL,9,UNKNOWN,N
PIT BULL,STAFFORDSHIRE,9,UNKNOWN,S
PIT BULL,STAFFORDSHIRE,9,UNKNOWN,N
PLOTT HOUND,PLOTT HOUND,0,SNGLNIP,S
PLOTT HOUND,PLOTT HOUND,1,SNGLB,N
PLOTT HOUND,PLOTT HOUND,3,MULTIB,N
POINTER,POINTER,0,SNGLNIP,U
POINTER,POINTER,1,SNGLB,S
POINTER,POINTER,1,SNGLB,U
POINTER,POINTER,1,SNGLB,N
POINTER,POINTER,1,SNGLB,S
POINTER,POINTER,2,PROLONGB,S
POINTER,POINTER,2,PROLONGB,M
POMERANIAN,POMERANIAN,0,SNGLNIP,U
POMERANIAN,POMERANIAN,0,SNGLNIP,U
POMERANIAN,POMERANIAN,0,SNGLNIP,N
POMERANIAN,POMERANIAN,0,SNGLNIP,U
POMERANIAN,POMERANIAN,0,SNGLNIP,U
POMERANIAN,POMERANIAN,1,SNGLB,F
